,loan_installments_bucket_label_enc,loan_tenure_bucket_label_enc,Age_bucket_label_enc,monthly_expenses_bucket_label_enc,annual_income_bucket_label_enc,house_area_bucket_label_enc,sex_label_enc,social_class_label_enc,social_class_label_enc,secondary_business_label_enc,type_of_house_label_enc,loan_purpose_label_enc,social_class_label_enc,social_class_label_enc,city_trgt_label_enc,primary_busn_label_enc
29895,1,0,0,1,4,1,0,0,0,0,1,21,0,0,11,22
30422,0,0,1,0,2,2,0,1,1,0,3,14,1,1,14,29
5093,0,0,1,1,3,1,0,3,3,0,2,28,3,3,11,12
22211,0,0,1,0,2,3,0,3,3,0,3,3,3,3,5,32
33832,0,0,0,1,3,1,0,3,3,0,3,28,3,3,11,20
23954,0,0,1,1,1,1,0,0,0,4,2,3,0,0,11,23
16748,0,0,1,1,2,2,0,2,2,0,2,3,2,2,11,27
34962,0,0,1,1,4,1,0,1,1,0,1,3,1,1,3,20
13204,1,0,1,2,4,1,0,3,3,2,3,3,3,3,9,27
9068,1,0,1,1,0,0,0,4,4,0,1,2,4,4,11,6
18254,0,0,1,1,4,1,0,3,3,1,3,14,3,3,11,29
9282,1,0,0,1,0,0,0,4,4,0,2,33,4,4,11,20
15439,1,0,1,1,2,2,0,1,1,0,2,14,1,1,18,29
22164,0,0,1,0,3,1,0,3,3,0,3,21,3,3,1,13
32158,0,0,1,1,4,2,0,1,1,0,2,1,1,1,11,30
39405,0,0,1,1,5,1,0,3,3,0,2,2,3,3,3,18
24141,0,0,1,1,2,2,0,3,3,0,1,1,3,3,14,14
12915,1,0,1,1,1,1,0,1,1,0,1,3,1,1,6,20
22916,1,0,0,1,3,1,0,1,1,0,2,17,1,1,18,15
4155,1,0,1,0,2,2,1,0,0,0,3,12,0,0,11,20
2663,1,0,1,1,2,1,0,1,1,0,2,14,1,1,11,20
3951,0,0,1,1,1,1,0,0,0,4,3,3,0,0,11,27
10368,0,0,0,0,0,0,0,4,4,0,3,2,4,4,11,18
11708,1,0,1,1,0,0,0,4,4,0,3,31,4,4,11,20
14766,1,0,1,1,2,1,0,3,3,0,1,4,3,3,12,20
32636,0,0,0,0,4,3,0,1,1,0,3,3,1,1,11,32
24128,0,0,1,1,2,1,0,3,3,0,3,2,3,3,14,18
10468,1,0,1,1,0,0,0,4,4,0,3,2,4,4,11,6
31320,0,0,1,1,4,2,1,0,0,2,2,28,0,0,17,20
14718,0,0,0,1,3,3,0,1,1,4,2,14,1,1,16,29
10029,0,0,1,1,0,0,0,4,4,0,1,27,4,4,11,20
23493,0,0,1,0,3,1,0,3,3,2,2,14,3,3,16,29
25785,1,0,1,1,4,1,0,2,2,0,2,17,2,2,18,15
20574,0,0,1,0,2,3,0,3,3,0,3,28,3,3,5,20
22119,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
10997,0,0,1,1,0,0,0,4,4,0,2,14,4,4,11,29
9368,1,0,1,1,0,0,0,4,4,0,3,3,4,4,7,27
33071,0,0,1,1,3,1,0,3,3,0,3,14,3,3,1,29
4066,0,0,1,1,1,1,0,0,0,4,2,31,0,0,11,20
34126,0,0,1,1,4,2,0,3,3,0,3,2,3,3,14,3
18284,0,0,1,1,4,1,0,1,1,0,2,12,1,1,13,20
22913,1,0,1,1,4,1,0,0,0,0,2,17,0,0,18,15
5390,0,0,1,1,2,1,0,3,3,0,2,21,3,3,10,13
39679,1,1,1,0,4,3,0,3,3,0,3,12,3,3,5,20
6928,0,0,1,1,2,2,0,2,2,0,1,21,2,2,11,13
38604,0,0,1,1,4,2,0,1,1,4,3,14,1,1,11,20
14153,0,0,1,1,2,2,0,1,1,4,2,21,1,1,16,13
7695,1,0,0,1,0,0,0,4,4,0,1,7,4,4,14,20
25126,0,0,1,1,4,2,0,1,1,0,1,12,1,1,11,20
15997,0,0,1,1,2,2,0,2,2,0,1,3,2,2,11,25
9605,0,0,0,1,0,0,0,4,4,0,0,1,4,4,11,30
30759,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
16968,0,0,0,0,3,2,0,3,3,0,3,14,3,3,12,4
37188,0,0,1,1,4,1,0,3,3,0,3,21,3,3,14,13
15060,0,0,1,1,5,2,0,2,2,0,3,13,2,2,14,0
17799,1,0,0,1,4,1,0,1,1,0,2,15,1,1,8,20
9649,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,13
22532,0,0,1,0,2,3,0,3,3,0,3,3,3,3,5,27
17576,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,27
28449,0,0,0,1,3,1,0,3,3,0,3,1,3,3,14,20
21219,1,0,1,1,2,2,0,1,1,0,3,17,1,1,18,15
3389,0,0,1,1,2,2,0,0,0,0,1,13,0,0,14,26
38644,0,0,1,1,5,2,0,4,4,1,3,21,4,4,11,22
13493,0,0,1,0,1,1,0,3,3,0,3,2,3,3,11,20
13692,1,0,1,1,4,1,0,2,2,0,2,7,2,2,7,20
280,0,0,1,0,1,1,1,3,3,0,3,3,3,3,11,27
14285,0,0,1,1,3,3,0,3,3,0,3,1,3,3,5,14
7031,1,0,1,1,1,1,0,1,1,0,2,3,1,1,6,27
13013,0,0,1,1,3,3,0,3,3,0,3,17,3,3,5,15
9966,0,0,1,1,0,0,0,4,4,0,3,28,4,4,14,12
20363,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
21007,0,0,1,1,2,2,0,3,3,1,1,14,3,3,14,29
13213,1,0,1,2,4,1,0,3,3,2,3,28,3,3,9,20
37262,0,0,1,1,3,1,0,0,0,0,2,1,0,0,11,24
32223,0,0,1,1,4,1,0,3,3,0,3,1,3,3,14,14
23978,0,0,1,1,2,1,0,0,0,4,3,21,0,0,11,22
37777,0,0,1,0,4,3,0,3,3,0,3,3,3,3,5,32
19219,1,0,1,1,5,1,0,3,3,0,2,7,3,3,7,20
37655,0,0,1,1,3,2,0,0,0,0,3,2,0,0,14,6
12359,0,0,1,1,0,0,0,4,4,0,3,3,4,4,11,23
30887,0,0,1,1,3,2,0,1,1,1,2,14,1,1,11,29
16600,1,0,0,0,3,2,0,3,3,0,3,33,3,3,12,20
1292,0,0,1,1,2,1,0,1,1,1,3,2,1,1,11,18
20771,1,0,1,1,4,1,0,1,1,0,2,2,1,1,7,6
3947,0,0,1,1,2,1,0,0,0,0,2,1,0,0,11,20
4364,0,0,1,0,2,1,0,3,3,0,2,2,3,3,11,18
21266,0,0,1,1,4,1,0,2,2,0,3,4,2,2,13,20
4715,1,0,1,1,4,1,0,4,4,0,3,9,4,4,9,20
19818,0,0,1,1,3,2,0,3,3,0,3,2,3,3,14,3
23946,1,0,1,1,4,2,0,0,0,0,2,3,0,0,11,25
10599,0,0,1,1,0,0,0,4,4,0,1,17,4,4,11,20
39520,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
2661,0,0,1,1,1,1,0,0,0,1,3,21,0,0,11,13
22093,1,0,0,1,2,2,0,0,0,0,1,3,0,0,18,25
11825,0,0,1,1,0,0,0,4,4,0,2,2,4,4,11,6
30661,0,0,0,1,4,2,0,1,1,2,1,1,1,1,17,20
31936,0,0,1,1,4,2,0,1,1,2,2,12,1,1,17,20
15591,0,0,1,0,3,1,1,3,3,0,3,5,3,3,12,20
20675,1,0,1,1,1,2,0,1,1,0,2,17,1,1,6,10
35048,0,0,1,1,4,2,0,0,0,2,2,17,0,0,11,1
29319,0,0,0,0,3,1,0,2,2,0,3,21,2,2,14,20
23532,0,0,1,0,3,1,0,1,1,4,2,14,1,1,16,20
10647,0,0,1,1,0,0,0,4,4,0,1,3,4,4,11,23
11659,0,0,1,1,0,0,0,4,4,0,0,33,4,4,11,20
7502,0,0,0,1,1,1,0,0,0,4,3,21,0,0,11,13
20894,1,0,1,1,1,2,0,1,1,0,2,12,1,1,6,20
27471,0,0,1,1,3,1,0,1,1,0,3,21,1,1,1,13
24949,1,0,1,1,4,2,0,1,1,4,1,1,1,1,18,14
8451,0,0,1,1,0,0,0,4,4,0,2,28,4,4,14,20
2700,1,0,1,1,3,1,0,3,3,4,3,21,3,3,9,13
8086,1,0,1,1,0,0,0,4,4,0,1,3,4,4,11,27
3319,0,0,1,1,4,1,0,3,3,0,2,3,3,3,11,27
26493,0,0,1,1,4,1,0,3,3,0,3,1,3,3,14,30
28402,0,0,0,1,4,2,0,1,1,2,1,1,1,1,17,20
5743,1,0,1,1,1,1,0,1,1,0,2,1,1,1,8,30
5245,1,0,1,1,4,1,0,2,2,0,1,7,2,2,11,20
7360,0,0,1,1,3,1,0,1,1,0,1,1,1,1,16,14
9460,0,0,1,1,0,0,0,4,4,0,2,10,4,4,10,20
37978,0,0,0,1,3,3,0,0,0,0,1,13,0,0,11,9
13754,0,0,1,1,3,2,0,3,3,2,1,2,3,3,11,3
39021,0,0,1,2,5,1,0,0,0,0,1,1,0,0,3,30
13623,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
12441,0,0,1,1,0,0,0,4,4,0,1,27,4,4,11,20
8739,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,13
16946,1,0,1,0,3,2,0,4,4,0,3,3,4,4,12,20
11102,0,0,1,1,0,0,0,4,4,0,3,3,4,4,14,27
16713,1,0,1,1,2,1,0,1,1,0,2,17,1,1,18,15
33248,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,32
18794,0,0,1,1,3,1,0,1,1,0,3,17,1,1,14,2
4352,0,0,1,0,2,1,0,0,0,0,3,31,0,0,11,20
28575,0,0,1,1,4,2,0,1,1,1,2,14,1,1,11,29
9524,0,0,1,1,0,0,0,4,4,0,3,3,4,4,14,27
6263,0,0,1,1,0,2,0,0,0,0,1,13,0,0,11,26
658,0,0,1,1,3,2,0,3,3,0,2,21,3,3,11,20
14286,1,0,1,1,4,1,0,3,3,2,3,12,3,3,9,20
26433,0,0,1,1,4,2,1,2,2,0,3,14,2,2,11,20
15365,0,0,1,1,1,1,0,1,1,4,2,2,1,1,11,6
28635,1,0,0,1,4,2,0,0,0,0,2,17,0,0,18,15
5574,0,0,1,1,1,1,0,0,0,4,2,14,0,0,11,29
38717,0,0,1,0,4,3,0,3,3,0,3,17,3,3,5,10
27668,0,0,1,0,1,1,0,0,0,4,3,1,0,0,2,20
32274,0,0,1,1,3,2,0,3,3,0,3,2,3,3,11,6
38214,0,0,1,0,3,2,0,4,4,2,2,28,4,4,11,20
5951,0,0,0,1,2,1,0,2,2,0,3,3,2,2,14,25
29031,0,0,0,0,3,2,0,1,1,0,3,21,1,1,1,13
18973,1,0,1,1,2,1,0,1,1,0,2,17,1,1,18,15
2373,1,0,0,1,1,1,0,0,0,0,2,3,0,0,8,23
20078,1,0,1,1,2,2,0,0,0,0,2,3,0,0,18,25
5512,0,0,1,1,2,2,0,1,1,0,3,12,1,1,14,20
33773,0,0,1,0,2,1,0,0,0,0,3,6,0,0,14,20
39007,0,0,1,1,3,2,1,1,1,0,1,10,1,1,14,20
7081,1,0,1,1,4,1,0,3,3,0,3,12,3,3,9,20
7446,0,0,0,0,3,2,0,3,3,4,1,14,3,3,11,29
30002,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
19826,1,0,1,1,2,2,0,0,0,0,2,17,0,0,18,15
30837,0,0,1,1,5,1,0,4,4,0,1,13,4,4,13,0
8918,0,0,1,1,0,0,0,4,4,0,3,12,4,4,14,20
31262,0,0,1,1,5,1,0,4,4,0,1,3,4,4,13,25
39512,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
4113,1,0,1,1,4,1,0,2,2,0,2,2,2,2,11,6
8071,0,0,1,1,0,0,0,4,4,0,3,12,4,4,11,20
5495,0,0,1,1,3,2,0,0,0,0,1,28,0,0,11,12
11755,0,0,1,1,0,0,0,4,4,0,2,1,4,4,11,30
25185,1,0,1,1,1,1,0,1,1,0,2,3,1,1,6,27
27284,0,0,1,1,4,1,0,1,1,0,3,12,1,1,14,20
2819,0,0,1,1,3,1,0,1,1,0,2,2,1,1,10,20
5090,0,0,1,1,3,1,0,0,0,0,2,3,0,0,11,25
9777,0,0,1,1,0,0,0,4,4,0,3,2,4,4,11,18
2555,1,0,1,1,5,1,0,4,4,0,2,3,4,4,11,20
20680,1,0,1,1,1,1,0,1,1,0,2,14,1,1,6,20
11082,1,0,1,1,0,0,0,4,4,0,3,21,4,4,11,20
22555,0,0,0,1,4,3,0,0,0,2,1,28,0,0,14,20
32839,0,0,1,1,4,1,0,1,1,0,1,1,1,1,3,30
27155,0,0,0,1,3,2,0,1,1,0,3,12,1,1,11,20
27739,0,0,1,0,3,2,0,4,4,0,3,4,4,4,11,20
20193,1,0,1,1,4,1,0,3,3,1,1,12,3,3,9,21
20738,1,0,1,1,3,1,0,1,1,0,3,7,1,1,7,20
6208,1,0,1,1,4,1,0,3,3,0,3,2,3,3,9,6
34138,0,0,1,1,3,2,0,3,3,0,3,2,3,3,14,6
32495,0,0,0,0,3,1,0,1,1,0,3,21,1,1,1,13
8735,0,0,0,1,0,0,0,4,4,0,3,14,4,4,10,29
21993,1,0,1,1,2,2,0,2,2,0,2,17,2,2,18,15
11745,1,0,1,1,0,0,0,4,4,0,1,1,4,4,11,30
29999,1,0,1,1,4,1,0,1,1,0,2,31,1,1,11,20
9802,1,0,1,1,0,0,0,4,4,0,1,21,4,4,11,13
15727,0,0,1,0,3,1,1,1,1,2,3,9,1,1,12,20
15141,0,0,1,1,4,1,1,1,1,0,3,28,1,1,12,20
2635,0,0,1,1,0,3,0,1,1,0,2,13,1,1,11,26
34177,0,0,1,1,4,1,0,3,3,0,3,1,3,3,14,30
11206,1,0,1,1,0,0,0,4,4,0,2,1,4,4,8,24
35309,0,0,1,1,3,1,0,1,1,0,3,2,1,1,3,18
2442,1,0,1,1,4,1,0,4,4,0,2,28,4,4,11,12
22219,0,0,1,0,2,3,0,3,3,0,3,3,3,3,5,32
24111,1,0,1,1,4,2,0,4,4,0,2,17,4,4,18,15
1190,0,0,1,1,3,1,0,3,3,0,2,14,3,3,10,29
12367,0,0,1,1,0,0,0,4,4,0,0,3,4,4,11,23
4459,0,0,1,0,2,1,0,3,3,0,3,2,3,3,11,18
14799,0,0,1,1,3,3,0,3,3,0,3,1,3,3,11,14
39341,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
22477,0,0,1,0,3,2,0,1,1,0,3,1,1,1,11,30
22352,1,0,1,1,1,1,0,1,1,0,2,3,1,1,6,27
25832,1,0,1,1,1,2,0,1,1,0,2,28,1,1,11,20
853,1,0,0,1,4,1,0,1,1,0,2,15,1,1,8,20
37829,0,0,1,0,3,3,0,3,3,0,3,3,3,3,11,32
13472,1,0,1,2,4,1,0,3,3,2,3,2,3,3,9,20
5038,0,0,1,1,1,1,0,0,0,0,2,4,0,0,11,20
38199,0,0,1,1,4,1,0,0,0,0,2,21,0,0,2,22
16531,1,0,1,1,2,2,0,2,2,0,2,17,2,2,18,15
38088,0,0,1,1,3,1,0,1,1,0,3,1,1,1,11,14
11856,0,0,1,1,0,0,0,4,4,0,2,28,4,4,11,12
36506,0,0,1,0,3,2,0,3,3,0,3,14,3,3,12,4
32145,0,0,1,1,4,2,0,2,2,0,3,28,2,2,14,20
7020,0,0,1,1,3,1,0,3,3,1,3,2,3,3,11,20
4367,0,0,1,0,2,1,0,3,3,0,3,28,3,3,11,12
38246,0,0,1,0,4,2,0,3,3,0,3,2,3,3,14,3
39437,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
9248,1,0,1,1,0,0,0,4,4,0,2,1,4,4,11,24
11276,0,0,0,1,0,0,0,4,4,0,3,27,4,4,14,20
5694,0,0,1,1,3,2,1,0,0,0,2,19,0,0,14,20
36737,0,0,1,1,4,1,0,1,1,4,2,21,1,1,16,22
8070,0,0,1,1,0,0,0,4,4,0,3,17,4,4,11,2
11266,1,0,1,1,0,0,0,4,4,0,3,1,4,4,11,24
11356,0,0,1,1,0,0,0,4,4,0,2,28,4,4,11,12
20968,0,0,1,1,3,2,0,3,3,0,1,14,3,3,14,29
15459,1,0,1,1,4,1,0,3,3,1,1,21,3,3,9,13
13523,1,0,1,1,2,1,0,1,1,0,2,14,1,1,6,29
28025,1,0,1,1,4,2,0,0,0,0,2,3,0,0,18,20
31085,0,0,1,1,4,2,0,1,1,2,2,1,1,1,17,20
31766,0,0,1,0,4,3,0,3,3,0,3,3,3,3,5,32
25576,0,0,1,1,4,2,0,1,1,2,1,21,1,1,17,20
15602,0,0,1,1,4,2,1,3,3,0,3,14,3,3,12,4
39456,0,0,1,1,3,1,0,1,1,0,2,14,1,1,11,20
26838,0,0,1,1,2,1,0,3,3,4,3,17,3,3,11,20
11257,0,0,1,0,0,0,0,4,4,0,2,2,4,4,11,20
38574,1,1,1,0,4,3,0,3,3,0,3,3,3,3,11,32
11199,1,0,1,1,0,0,0,4,4,0,3,2,4,4,8,18
17625,0,0,1,1,3,2,0,3,3,0,3,1,3,3,14,14
16172,0,0,1,1,3,2,0,1,1,1,3,21,1,1,1,13
32267,0,0,1,1,4,1,0,0,0,4,2,3,0,0,2,25
38909,0,0,1,1,3,1,0,1,1,0,2,1,1,1,2,24
23434,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
29277,0,0,0,2,2,1,0,3,3,0,1,36,3,3,11,31
7240,0,0,1,0,1,1,0,1,1,0,3,1,1,1,14,30
11354,0,0,1,1,0,0,0,4,4,0,2,14,4,4,11,29
39364,0,0,1,1,4,1,0,3,3,0,2,14,3,3,11,20
27888,0,0,1,1,3,2,0,3,3,0,3,2,3,3,14,3
18671,0,0,1,0,3,3,0,3,3,0,3,3,3,3,11,27
39431,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
5704,0,0,1,0,2,2,0,2,2,0,1,3,2,2,14,25
23654,1,0,1,1,1,1,0,1,1,0,2,3,1,1,11,25
27650,0,0,1,0,3,2,0,4,4,0,3,14,4,4,11,20
22274,0,0,1,1,1,1,0,1,1,4,3,1,1,1,11,24
18100,1,0,1,1,1,2,0,1,1,0,1,7,1,1,18,20
11123,0,0,0,0,0,0,0,4,4,0,3,28,4,4,14,12
21252,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
22341,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
634,0,0,1,1,4,2,0,3,3,0,3,4,3,3,11,20
3260,1,0,0,1,2,1,0,1,1,0,2,1,1,1,8,24
12282,0,0,1,1,0,0,0,4,4,0,3,28,4,4,11,12
31162,0,0,1,0,3,2,0,3,3,0,1,2,3,3,14,6
19877,0,0,1,1,4,1,0,3,3,0,2,4,3,3,13,20
13137,1,0,0,1,4,1,0,3,3,0,1,21,3,3,7,13
39068,0,0,1,0,3,1,0,0,0,0,1,14,0,0,14,29
18743,1,0,1,1,1,1,0,1,1,0,2,31,1,1,11,20
31140,0,0,1,0,2,1,0,1,1,4,2,14,1,1,16,20
29863,0,0,1,1,5,1,0,1,1,0,1,3,1,1,13,27
25770,1,0,1,0,3,2,1,1,1,0,3,28,1,1,11,20
13170,0,0,1,1,3,2,0,2,2,0,1,3,2,2,11,25
14173,1,0,0,1,1,1,0,1,1,0,1,17,1,1,6,10
6133,0,0,0,1,3,1,0,4,4,0,2,3,4,4,11,27
37922,1,1,1,1,4,3,0,3,3,0,3,3,3,3,11,32
9497,1,0,1,1,0,0,0,4,4,0,3,3,4,4,11,27
20737,1,0,0,1,4,1,0,1,1,0,2,7,1,1,7,20
24292,1,0,1,1,1,1,0,1,1,0,2,31,1,1,11,20
19610,1,0,1,1,4,1,0,3,3,1,1,2,3,3,9,6
23959,0,0,1,1,2,1,0,2,2,4,3,21,2,2,2,13
3469,0,0,1,1,0,1,0,3,3,0,3,13,3,3,14,26
37408,0,0,1,1,4,1,0,0,0,0,1,3,0,0,2,27
26642,1,0,1,1,2,1,0,1,1,0,2,3,1,1,11,23
27823,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
14688,1,0,1,1,4,1,0,3,3,2,3,3,3,3,9,23
9688,0,0,0,1,0,0,0,4,4,0,0,3,4,4,11,27
33847,0,0,1,1,4,1,0,4,4,2,2,21,4,4,11,22
4047,0,0,1,1,2,1,0,3,3,0,3,2,3,3,11,18
21535,0,0,1,1,2,1,0,1,1,0,3,2,1,1,14,3
34564,0,0,0,1,4,2,0,0,0,2,2,23,0,0,11,20
8823,0,0,1,1,0,0,0,4,4,0,3,14,4,4,11,20
8932,0,0,1,1,0,0,0,4,4,0,1,3,4,4,14,27
4982,1,0,0,1,1,1,0,1,1,0,2,17,1,1,8,10
37436,0,0,1,1,3,2,1,3,3,0,2,10,3,3,14,20
30910,0,0,1,1,3,2,1,1,1,1,2,14,1,1,11,29
13591,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
12179,1,0,1,1,0,0,0,4,4,0,3,16,4,4,11,20
20708,1,0,1,1,4,1,0,3,3,0,2,1,3,3,7,20
13501,0,0,1,1,4,1,0,1,1,0,3,27,1,1,11,20
14526,0,0,1,1,3,1,0,3,3,0,3,13,3,3,11,9
24606,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
2097,0,0,1,0,0,3,0,3,3,0,2,21,3,3,11,22
20786,1,0,0,1,2,2,0,0,0,0,2,17,0,0,18,15
7448,1,0,0,1,4,1,0,3,3,0,2,3,3,3,7,20
32813,0,0,1,1,4,2,0,0,0,2,2,1,0,0,17,14
33822,0,0,1,0,4,3,0,3,3,0,3,13,3,3,11,9
32808,0,0,1,1,4,2,0,0,0,2,2,21,0,0,17,20
37331,0,0,0,1,5,1,0,3,3,0,1,3,3,3,3,27
21727,0,0,1,1,4,2,0,0,0,2,2,1,0,0,14,20
18243,0,0,0,1,4,1,0,3,3,1,2,14,3,3,16,29
37543,0,0,1,1,4,2,0,3,3,0,3,2,3,3,14,3
25194,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
20540,0,0,1,1,4,1,0,2,2,0,3,1,2,2,13,20
22497,0,0,1,0,3,2,0,1,1,0,2,1,1,1,11,20
23353,1,0,1,1,1,2,0,0,0,0,1,3,0,0,11,27
12589,0,0,1,1,0,0,0,4,4,0,3,17,4,4,11,2
19298,1,0,0,1,1,1,0,1,1,0,2,7,1,1,11,20
17274,0,0,1,1,5,1,0,2,2,0,1,33,2,2,13,20
32451,0,0,1,1,5,1,0,3,3,0,3,13,3,3,13,9
22186,0,0,1,1,3,1,0,1,1,0,3,21,1,1,1,13
22950,0,0,1,1,3,2,0,3,3,0,3,13,3,3,14,26
31,0,0,1,1,3,1,0,3,3,2,2,9,3,3,10,20
38926,0,0,1,1,4,1,0,1,1,0,2,3,1,1,2,25
14806,0,0,1,1,4,2,0,3,3,0,3,2,3,3,14,18
32558,0,0,1,0,3,3,1,3,3,0,3,14,3,3,5,29
20262,1,0,1,1,2,2,0,1,1,0,2,3,1,1,18,25
26125,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
1517,0,0,1,1,1,1,0,3,3,0,3,13,3,3,11,26
11212,1,0,0,1,0,0,0,4,4,0,3,17,4,4,11,10
39036,0,0,1,1,4,1,0,3,3,4,2,14,3,3,11,20
23786,0,0,0,1,3,1,0,3,3,0,3,2,3,3,1,6
8927,0,0,1,1,0,0,0,4,4,0,3,28,4,4,14,20
5092,0,0,1,1,3,1,0,4,4,0,2,28,4,4,11,20
10785,0,0,1,1,0,0,0,4,4,0,3,14,4,4,11,20
26458,0,0,1,1,3,2,0,0,0,0,3,12,0,0,11,20
8438,0,0,1,1,0,0,0,4,4,0,1,28,4,4,3,12
4296,1,0,1,1,5,1,0,3,3,4,3,4,3,3,9,20
35369,0,0,1,1,4,1,0,1,1,4,1,3,1,1,3,27
19565,1,0,1,0,1,1,0,1,1,0,1,26,1,1,11,20
35755,0,0,1,1,4,2,0,1,1,2,2,1,1,1,17,20
33205,0,0,1,0,4,3,0,3,3,0,3,3,3,3,5,32
23088,0,0,1,1,2,1,0,0,0,4,2,1,0,0,11,30
15412,1,0,1,1,4,1,0,3,3,0,2,3,3,3,7,20
28491,0,0,1,0,3,2,0,3,3,0,1,3,3,3,14,27
8855,0,0,1,1,0,0,0,4,4,0,0,3,4,4,11,27
22188,1,0,0,1,2,1,0,2,2,0,2,17,2,2,18,15
37592,0,0,0,1,2,3,1,1,1,4,2,3,1,1,16,32
19319,0,0,1,1,4,2,0,3,3,0,3,31,3,3,1,20
16370,1,0,1,1,1,1,0,0,0,0,2,35,0,0,11,20
36169,0,0,1,0,4,3,0,3,3,0,3,3,3,3,5,32
36522,0,0,1,1,4,3,0,3,3,0,3,13,3,3,14,9
26703,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
18348,1,0,1,1,4,1,0,3,3,0,3,21,3,3,7,13
4634,1,0,1,1,4,1,0,0,0,0,2,1,0,0,11,20
14908,1,0,1,0,2,1,0,3,3,0,1,3,3,3,12,27
13940,0,0,1,1,3,2,0,3,3,0,1,31,3,3,11,20
22560,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,27
32099,0,0,1,1,5,2,0,2,2,0,3,21,2,2,14,13
23991,1,0,1,1,1,2,0,1,1,0,1,17,1,1,6,10
18061,0,0,1,1,2,1,0,3,3,4,2,12,3,3,11,20
32934,0,0,1,1,4,1,0,1,1,0,3,1,1,1,3,20
653,0,0,1,1,4,3,0,3,3,0,3,1,3,3,11,30
4333,0,0,1,1,2,1,0,2,2,0,3,12,2,2,14,20
37118,0,0,1,1,4,1,0,0,0,0,1,13,0,0,11,9
29872,0,0,1,0,2,3,0,3,3,0,3,3,3,3,5,32
3663,1,0,1,1,1,1,0,1,1,0,2,15,1,1,11,20
12815,0,0,1,1,0,0,0,4,4,0,0,1,4,4,11,20
19926,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
10343,0,0,1,1,0,0,0,4,4,0,0,2,4,4,11,18
6258,1,0,1,1,1,1,0,1,1,0,2,17,1,1,8,10
32215,0,0,0,1,4,1,0,2,2,0,3,3,2,2,14,27
21823,0,0,1,1,3,2,0,3,3,1,1,14,3,3,14,29
30460,1,0,1,1,4,1,0,2,2,0,1,13,2,2,14,26
19746,0,0,1,1,3,2,0,2,2,0,3,10,2,2,14,20
774,0,0,1,1,2,1,0,3,3,0,3,2,3,3,11,18
9410,0,0,1,1,0,0,0,4,4,0,3,2,4,4,11,18
34452,0,0,1,0,4,3,0,3,3,0,3,1,3,3,11,14
8217,1,0,1,1,0,0,0,4,4,0,2,6,4,4,11,20
9912,0,0,1,1,0,0,0,4,4,0,2,14,4,4,10,29
34056,0,0,1,1,4,2,0,2,2,1,2,14,2,2,11,29
33997,0,0,1,1,4,1,0,0,0,0,2,1,0,0,3,14
20272,0,0,1,1,4,1,0,2,2,0,3,1,2,2,13,20
11396,0,0,1,1,0,0,0,4,4,0,2,28,4,4,11,12
15746,0,0,0,1,2,1,0,3,3,0,3,4,3,3,14,20
182,0,0,1,1,0,2,0,3,3,0,3,21,3,3,14,20
20453,1,0,1,1,1,2,0,1,1,0,2,7,1,1,11,20
26883,0,0,1,1,4,1,0,2,2,0,1,3,2,2,13,20
22960,1,0,1,1,4,1,0,1,1,0,2,17,1,1,18,15
10021,1,0,1,1,0,0,0,4,4,0,3,7,4,4,11,20
30639,0,0,1,0,2,2,0,1,1,0,3,14,1,1,14,29
30710,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
21579,0,0,1,0,4,1,0,3,3,4,3,2,3,3,1,6
6500,0,0,1,1,1,1,0,1,1,4,3,1,1,1,11,14
7663,0,0,1,1,0,0,0,4,4,0,0,4,4,4,14,20
6958,0,0,1,1,3,2,0,0,0,0,2,2,0,0,11,6
8319,0,0,1,1,0,0,0,4,4,0,3,3,4,4,11,27
36821,0,0,1,1,5,2,0,3,3,0,3,12,3,3,14,20
35095,0,0,0,0,3,1,0,3,3,0,3,2,3,3,1,6
