,type,text
1999,ham,mind ask dont
2000,ham,lol actually send pic right wanna pose comb hair dryer
2001,ham,sun anti sleep
2002,ham,thanks reply ur visa coming r u buying gcc sister thing uncle john bill need think later
2003,ham,u r close u away plz stay
2004,ham,arch 3g thing remember research province sterling place looked
2005,ham,little thing good time
2006,ham,yes study position sama sutra
2007,ham,shoot doc waiting
2008,ham,e person e sm
2009,ham,daily text favour time
2010,ham,come karan wait till 6pm directly goto
2011,ham,number u live
2012,ham,care financial
2013,ham,good evening al slam happy grace got offer
2014,ham,pleassssssseeeeee tel v event sport
2015,ham,mmmm loved waking word morning miss hope day go wait
2016,ham,yes sweet
2017,ham,u send content
2018,ham,right thanks
2019,ham,ok let noe later n ask u
2020,ham,like pool jacuzzi
2021,ham,dont think wrong calling
2022,ham,guess got hold right
2023,ham,kiss feel
2024,ham,going tired
2025,ham,guess easy
2026,ham,valentine proof fb gh glad watch rural
2027,ham,ud mind u dont miss u dont need u wil hurt wen u need u dont tell
2028,ham,want tried played original
2029,ham,yo sorry shower sup
2030,ham,know u king having going2bed night night only1more
2031,ham,right gonna check steam text want come
2032,ham,hello go new think slave send teasing kiss sea
2033,ham,sch nova mind u eat 1st
2034,ham,surely result
2035,ham,god oh god oh day friend
2036,ham,spare power supply
2037,ham,wow v v run
2038,ham,yo come carlos soon
2039,ham,better wont use wife doctor
2040,ham,probably gas cash tomorrow
2041,ham,got lazy forgot u saw pouch like v
2042,ham,dear pleasure meeting today tea pleased send contact number save
2043,ham,text deem far gone
2044,ham,ok tell stay yeah tough optimistic thing improve
2045,ham,da mistake sorry pls da goto
2046,ham,like happy splash wine make feel
2047,ham,hey leave big
2048,ham,chat awesome regular person
2049,ham,xy trying smith u eat
2050,ham,thinking going reg tract flung haha wat time u
2051,ham,haha need doi
2052,ham,actually send reminder wonderful weekend
2053,ham,que page un tiempo like
2054,ham,town jus mrt
2055,ham,ok wil pick
2056,ham,god little child gave lovely d wonderful fruit tree give hurt good
2057,ham,talk parent
2058,ham,min thats ok
2059,ham,ya truly better yi tho
2060,ham,whats house beer
2061,ham,school rush
2062,ham,u got u
2063,ham,pm come
2064,ham,like dis sweater fr mango size
2065,ham,mm asked radio
2066,ham,hm good headache
2067,ham,dude saw parked car sunroof popped sup
2068,ham,ok u know got adsense
2069,ham,heard answering text guessing said jb fantastic
2070,ham,oh come tomorrow
2071,ham,lmaz fish memory need
2072,ham,probably going stuff
2073,ham,chick nt ya free
2074,ham,thank shaped wit kz didnt pleasure hope given ultimatum counting message sent day ago
2075,ham,hey asthma till int meet single time saw situation
2076,ham,bill miller
2077,ham,u want come beautiful necklace token heart wife wait till
2078,ham,confirm eating
2079,ham,today system sh deep
2080,ham,hey y reply
2081,ham,wake long ago
2082,ham,thats slow rough hard
2083,ham,want pick
2084,ham,wake sweet morning welcome enjoy day gun
2085,ham,let know detail fri u find co tom mentioned thanks
2086,ham,omg thing cat worm bad day
2087,ham,watch shrew
2088,ham,luv ya
2089,ham,r outside
2090,ham,happy valentine day advance
2091,ham,ah let know wot earth finished making
2092,ham,good busy tomorrow
2093,ham,online yahoo like chat someday
2094,ham,want tel u thing u mistake k message
2095,ham,small boost secret
2096,ham,oh placement
2097,ham,andres ice etc etc
2098,ham,ay want meet kg
2099,ham,u sec
2100,ham,good friend care close friend understand true friend stay forever gun ni8
2101,ham,r u wearing blue shirt n black
2102,ham,dude main weird brownish sister awesome took
2103,ham,available bug n great world la e cine got amore
2104,ham,good afternoon grave acre miss babe
2105,ham,need 8th campus pick hour
2106,ham,oh sure load work got nasty cough today dry n shot help
2107,ham,meet corporation st outside gap mind
2108,ham,headache trying figure u trust
2109,ham,dear going rubber place
2110,ham,tv available work
2111,ham,important prevent dehydration giving fluid
2112,ham,wat r u busy
2113,ham,audio lousy autocorrect
2114,ham,super msg
2115,ham,hmm yeah groove im looking forward pound special
2116,ham,telling tell treat hi hi hi
2117,ham,stand away heart acre wonder grave
2118,ham,tell address
2119,ham,weekend fine excuse
2120,ham,dunno lei nova
2121,ham,k den meet
2122,ham,surprised guess right
2123,ham,going different decision coping heal
2124,ham,say hi south tampa
2125,ham,oh home
2126,ham,single single answer plus said broke didnt reply
2127,ham,chase run crossing street
2128,ham,believe come
2129,ham,hand phone chat wit u
2130,ham,world running feeling let running u r
2131,ham,y cant u try new invention
2132,ham,calm txt u co want know wot r doi havent u ur up4 j
2133,ham,told dr apps think gonna told worried
2134,ham,man bus think gonna
2135,ham,let know got money carlos
2136,ham,sorry roommate took ok come
2137,ham,got detailed message
2138,ham,yar got
2139,ham,little weather kind coccooning home
2140,ham,happy baby alright job hope send kiss smile sea
2141,ham,apps class vary
2142,ham,tell said
2143,ham,sound dunno
2144,ham,hi rent transfer ur
2145,ham,hi probably having fun message thought id txt u co im james farming night
2146,ham,realise busy guy trying exam way try gr8 day
2147,ham,hope feeling pls fill viola
2148,ham,right space want starting going suggest setting definite maybe ready
2149,ham,change tat
2150,ham,sit wait summer day magical sight world dressed oooooh let
2151,ham,dear sleeping
2152,ham,guess hold maybe hour text
2153,ham,oh happened maybe ill dl 3d
2154,ham,reason spoken anyways great week best exam
2155,ham,aia u ok e nyc
2156,ham,im sorry bout site ur fault spouse pmt u 4give think u shldxxxx
2157,ham,remember bead come
2158,ham,computer fried essential spare idiot roommate looovvve leaving thing running
2159,ham,missing shah alla
2160,ham,co darren u considering mah ask
2161,ham,collect car
2162,ham,happening gotten job begun registration permanent residency
2163,ham,sorry ok meet spent late afternoon casualty mean y stuff42more includes time sheet
2164,ham,forget tell want need grave love sweet arabia seed mmmm dummy
2165,ham,ur paper today e
2166,ham,sound like cardiff sitting
2167,ham,boo time u u supposed shopping
2168,ham,enjoy ur good night
2169,ham,didnt na hi hi hi hi hi
2170,ham,thing plan living slowly home followed aa exhaust hanging
2171,ham,ask lot term mid
2172,ham,think asking gym excuse lazy
2173,ham,check error
2174,ham,probably swing roommate finish girl
2175,ham,know hold cup pick bout
2176,ham,u pay da stock
2177,ham,know lab goggles went
2178,ham,happy come noon
2179,ham,sen told going join uncle finance cbe
2180,ham,yo guy figure need jay trying figure safely spend weed
2181,ham,watching tv
2182,ham,thanked time saw
2183,ham,im mat sum 2site 2more
2184,ham,package program
2185,ham,like fr china
2186,ham,thank wonderful
2187,ham,pure hearted person wonderful smile make enemy feel guilty catch world goodmorning smiley
2188,ham,tired special
2189,ham,actually sleeping u text rock send u text wen
2190,ham,dun tell wait
2191,ham,wont concentration dear know mind
2192,ham,notice like looking mirror youre turning right freak
2193,ham,thanks yesterday hope enjoyed mojibiola
2194,ham,left phone hectic bird fell
2195,ham,pain r u
2196,ham,lovely smell bus
2197,ham,going pro interview
2198,ham,wk ok hold yes bit forgot hairdresser appointment need home n shower cause pro
2199,ham,hey free
2200,ham,lol boo hoping laugh
2201,ham,knew giving break time lead wanting miss gonna midnight movie gonna til need come need getsleep need b studying ear
2202,ham,shall bring bottle wine bring
2203,ham,nah help iphone
2204,ham,understood n acted
2205,ham,don check
2206,ham,new year
2207,ham,cancelled yeah sound important understand darwin ring later font love kate x
2208,ham,yes finished watching day love
2209,ham,time fix get completely diff figure
2210,ham,havent want book
2211,ham,got lot hair dressed fr
2212,ham,g class early tomorrow trying smoke
2213,ham,yup having lunch buffet u eat
2214,ham,like noon
2215,ham,wanna gym harry
2216,ham,oh c u later
2217,ham,pls confirm time collect
2218,ham,love girl office wonder smiling
2219,ham,spoke uncle john strongly feel need sacrifice going beg dont promise clear thing need let work thing long expecting creativity stifle pls promise
2220,ham,tagged friend count
2221,ham,po de need job
2222,ham,yeah worse
2223,ham,whats coming hope great thing r going fine busy
2224,ham,think waste
2225,ham,marriage function
2226,ham,hope u hear receipt gd
2227,ham,miss number
2228,ham,hep b immunization
2229,ham,added u contact send free remove phonebook sm
2230,ham,problem good time called left
2231,ham,mark taking forever pick prescription pain coming
2232,ham,right informed
2233,ham,green quote told jerry cartoon person irritated u love u vry fails express gun nyt
2234,ham,getting msg dis wit different
2235,ham,ur paper e aft
2236,ham,busy come point figure tomorrow
2237,ham,forget love walk watching keeping heart
2238,ham,o cant join denis denis want time
2239,ham,lol feel bad use money steak dinner
2240,ham,hi im coming home fri course expect welcome party lot ill phone u load love nick x x x x x x x x x
2241,ham,hey meeting
2242,ham,grand having bit party mention cover charge probably come served
2243,ham,u run dha
2244,ham,buying u need c
2245,ham,early purchase
2246,ham,simple arithmetic
2247,ham,gonna let know co come bak holiday
2248,ham,link center tootsie
2249,ham,tell drug getting impatient
2250,ham,look building coat want hurry home wear coat
2251,ham,alright justthought u endo wk offname 2hook sn want lovejen
2252,ham,job profile like
2253,ham,tirupur started office
2254,ham,god bring
2255,ham,champ leaving
2256,ham,got smaller capacity
2257,ham,hope photo shoot went shifting fun
2258,ham,swollen gland throat end
2259,ham,leave start prepare
2260,ham,got landing asked come anna nagar afternoon
2261,ham,th power mate r u good wale ill b c u msg
2262,ham,yes meet town co gep text bus worry finished march
2263,ham,want change field quickly wanna system administrator network
2264,ham,hey rite u math
2265,ham,hoping away town
2266,ham,supposed town
2267,ham,wat s
2268,ham,s took tablet reaction morning
2269,ham,bday real april
2270,ham,say got money definitely buying end week
2271,ham,u noe
2272,ham,guy movie
2273,ham,dont know come ask question like dont mistake
2274,ham,eh ger taking abt syd
2275,ham,guy selling know guy paranoid like selling til late tonight
2276,ham,cant close eye lava playing mma
2277,ham,ride equally uneventful desk cyclist time night
2278,ham,went ur hon lab
2279,ham,come tomorrow di
2280,ham,night sleep exercise emily rose sleep hug
2281,ham,want inside
2282,ham,actually getting ready leave
2283,ham,probe u point
2284,ham,thursday sure work
2285,ham,situation url appropriate
2286,ham,thank meet monday
2287,ham,u receive
2288,ham,pizza u want
2289,ham,u buy meet u later
2290,ham,miya going sunny hope u r akin good big old silver big kiss
2291,ham,gd got free ice oso
2292,ham,request set callertune press copy friend callertune
2293,ham,faith make thing make thing make thing
2294,ham,spoil bed
2295,ham,make computer shut
2296,ham,man carlos definitely coming mu
2297,ham,haha better late way swing
2298,ham,sore scratch talk
2299,ham,u sounding like jan c
2300,ham,got della gas want grand nature adventure galileo little
2301,ham,send naughty
2302,ham,hi babe im home wanna xx
2303,ham,yup hopefully lose kg hip hop orchard weigh
2304,ham,dear know th th birthday loving planning small gift like participate contact admin team detail
2305,ham,think far find check google map place
2306,ham,yeah sure thing mate haunt got stuff sorted im going sound promoting hex way dont know joke
2307,ham,oh ok didnt know yep baby join
2308,ham,friend u stay fb chat
2309,ham,hmm bit piece lol
2310,ham,sent scream man
2311,ham,yeah stand close catch
2312,ham,great time sad blessing
2313,ham,today accept accept brother sister lover dear1 best1 close1 lvblefrnd jstfrnd cutefrnd lifpartnr beloved sweetheart bstfrnd reply mean enemy
2314,ham,u dun wan watch internal
2315,ham,hi dear saw battery low
2316,ham,check life begin qatar pls pray
2317,ham,ready inch
2318,ham,game want walmart soon
2319,ham,quality aint bad aint complaining
2320,ham,hi coach tried calling u unable reach u pl missed cal u c ti msg manage
2321,ham,heart remembers forgets book heart like liked one remembered bslvyl
2322,ham,gave friend
2323,ham,hello little party thought buzz friend reminding loved send naughty kiss
2324,ham,oops dun check tell
